Date,"Taiwan, PPI, Goods, All items","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products","Taiwan, PPI, Goods, Quarrying and mining products","Taiwan, PPI, Goods, Manufacturing products","Taiwan, PPI, Goods, Electronic parts and components","Taiwan, PPI, Goods, (semi-conductors","Taiwan, PPI, Goods, Computers, Electronic and optical products","Taiwan, PPI, Goods, Water, Electricity & gas supply","Taiwan, PPI, Services, Warehousing and storage","Taiwan, PPI, Services, Postal and courier","Taiwan, PPI, Services, Accomodation","Taiwan, PPI, Services, Food and beverage","Taiwan, PPI, Services, Banking","Taiwan, PPI, Services, Insurance","Taiwan, PPI, Services, Securities","Taiwan, PPI, Goods, All items, % YoY","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, % YoY","Taiwan, PPI, Goods, Quarrying and mining products, % YoY","Taiwan, PPI, Goods, Manufacturing products, % YoY","Taiwan, PPI, Goods, Electronic parts and components, % YoY","Taiwan, PPI, Goods, (semi-conductors, % YoY","Taiwan, PPI, Goods, Computers, Electronic and optical products, % YoY","Taiwan, PPI, Goods, Water, Electricity & gas supply, % YoY","Taiwan, PPI, Services, Warehousing and storage, % YoY","Taiwan, PPI, Services, Postal and courier, % YoY","Taiwan, PPI, Services, Accomodation, % YoY","Taiwan, PPI, Services, Food and beverage, % YoY","Taiwan, PPI, Services, Banking, % YoY","Taiwan, PPI, Services, Insurance, % YoY","Taiwan, PPI, Services, Securities, % YoY","Taiwan, PPI, Goods, All items, 3mma","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, 3mma","Taiwan, PPI, Goods, Quarrying and mining products, 3mma","Taiwan, PPI, Goods, Manufacturing products, 3mma","Taiwan, PPI, Goods, Electronic parts and components, 3mma","Taiwan, PPI, Goods, (semi-conductors, 3mma","Taiwan, PPI, Goods, Computers, Electronic and optical products, 3mma","Taiwan, PPI, Goods, Water, Electricity & gas supply, 3mma","Taiwan, PPI, Services, Warehousing and storage, 3mma","Taiwan, PPI, Services, Postal and courier, 3mma","Taiwan, PPI, Services, Accomodation, 3mma","Taiwan, PPI, Services, Food and beverage, 3mma","Taiwan, PPI, Services, Banking, 3mma","Taiwan, PPI, Services, Insurance, 3mma","Taiwan, PPI, Services, Securities, 3mma","Taiwan, PPI, Goods, All items, % YoY, 3mma","Taiwan, PPI, Goods, Agriculture, Forestry, Fishing and animal husbandry products, % YoY, 3mma","Taiwan, PPI, Goods, Quarrying and mining products, % YoY, 3mma","Taiwan, PPI, Goods, Manufacturing products, % YoY, 3mma","Taiwan, PPI, Goods, Electronic parts and components, % YoY, 3mma","Taiwan, PPI, Goods, (semi-conductors, % YoY, 3mma","Taiwan, PPI, Goods, Computers, Electronic and optical products, % YoY, 3mma","Taiwan, PPI, Goods, Water, Electricity & gas supply, % YoY, 3mma","Taiwan, PPI, Services, Warehousing and storage, % YoY, 3mma","Taiwan, PPI, Services, Postal and courier, % YoY, 3mma","Taiwan, PPI, Services, Accomodation, % YoY, 3mma","Taiwan, PPI, Services, Food and beverage, % YoY, 3mma","Taiwan, PPI, Services, Banking, % YoY, 3mma","Taiwan, PPI, Services, Insurance, % YoY, 3mma","Taiwan, PPI, Services, Securities, % YoY, 3mma"
2003-06-01,93.40547162106976,113.95303706578697,102.02942668696082,92.85238412486922,49.48626482514705,42.36883330337195,64.63219703147936,86.82847896440128,,,,,,,,1.9498607242339538,5.421903052064669,11.166390270867876,1.4031805425631427,-7.494585660549435,-3.6219184484169165,-3.4689403166869526,0.2740749968854983,,,,,,,,93.82741254933983,115.80956077365937,101.44314786628324,93.42977697408084,49.63261075032769,42.446732924146325,65.34877399010493,83.56346637900036,,,,,,,,2.223743391426605,9.515217345176394,8.989695718665553,1.5719323040953581,-8.846185192770479,-5.884080320343787,-3.788016703451625,1.1344179739105547,,,,,,,
2003-07-01,93.47692935892195,112.49757422860473,104.616945712836,92.87141905396409,49.85517851153993,43.321605588227754,63.67639862991356,87.10895361380798,,,,,,,,2.47314234556848,1.3816019587268524,13.525417507799563,2.10317045097832,-5.112284570301185,-0.7705882352941229,-3.4619188921859334,0.6857855361595888,,,,,,,,93.48713760718654,115.00743903227892,102.45222391341103,92.96342121125606,49.681392725387916,42.740354571680506,64.5919643342576,85.18158935634663,,,,,,,,2.1533192185776495,6.981702616773597,10.78589699414269,1.5685217671362366,-7.004103014733478,-3.0933135457687606,-3.4368571024906243,0.7077577367438304,,,,,,,
2003-08-01,93.98734177215184,116.1265282359791,107.0184339590731,93.20453031312465,49.94359584133657,43.642620509001276,63.56222475941935,87.18446601941747,,,,,,,,2.1864594894561495,4.2872080864412965,14.162006133862493,1.6082174725046583,-4.9660613795904585,-0.4627189129034148,-4.184697088906352,0.7730673316707959,,,,,,,,93.62324758404786,114.19237984345689,104.55493545295666,92.97611116398599,49.76167972600785,43.111019800200324,63.95694014027077,87.04063286587558,,,,,,,,2.203154186419527,3.6969043657442704,12.951271304176643,1.704856155348707,-5.857643870147025,-1.6184085322048183,-3.7051854325930798,0.577642621571961,,,,,,,
2003-09-01,93.44630461412817,116.39821463225309,102.28310502283094,92.78576187303709,49.33687002652514,43.01086314491899,62.83803620942751,87.24919093851133,,,,,,,,0.6597756762700691,9.934017595307921,4.186046511627883,0.04104669061055777,-6.871546961326002,-2.8650968565131607,-6.226268133579948,0.5845044148737433,,,,,,,,93.63685858173399,115.00743903227892,104.6394948982467,92.9539037467086,49.711881459800544,43.32502974738267,63.35888653292014,87.18087019057891,,,,,,,,1.773125837098232,5.200942546825354,10.624490051096647,1.2508115380311786,-5.649964303739214,-1.3661346682368993,-4.624294704890745,0.6811190942347093,,,,,,,
2003-10-01,93.37484687627597,119.75548224335341,106.1390157280567,92.62396497573052,48.385621512850946,41.67800919386735,62.077964442994634,81.8554476806904,,,,,,,,-1.1102230246251565e-14,11.550976138828627,7.85358308987798,-0.9263972309885404,-9.262435677530034,-7.627070408105174,-7.755695588948086,0.5699138502319068,,,,,,,,93.60283108751867,117.42674170386182,105.14685156998691,92.87141905396409,49.22202912690421,42.77716428259587,62.8260751372805,85.4297015462064,,,,,,,,0.9487450552420683,8.590733940192612,8.73387857845612,0.24095564404222522,-7.03334800614883,-3.6516287258405833,-6.055553603811464,0.642495198925482,,,,,,,
2003-11-01,94.05879951000404,118.97923539685624,108.03314730255357,93.34729228133631,48.48013658953011,41.426333495980906,62.03881911596806,81.92017259978425,,,,,,,,1.1749203909080963,7.147850401957356,16.846533747942182,0.21457034842133904,-8.609690212081178,-8.35700488580845,-7.125067148508013,0.43645020499931686,,,,,,,,93.62665033346939,118.37764409082088,105.48508935114707,92.9190063767013,48.73420937630206,42.03840194492241,62.31827325613008,83.67493707299532,,,,,,,,0.6115653557260505,9.544281378697965,9.628721116482682,-0.2235933973188812,-8.247890950312403,-6.283057383475595,-7.035676957012016,0.5302894900349889,,,,,,,
2003-12-01,94.98775010208243,123.4038424218902,111.3817013360391,94.08965451603699,47.9221927497789,40.4761293304913,62.01272223128367,81.99568500539375,,,,,,,,1.5718807990394046,11.424566322060636,13.512581868321249,0.6106248727864472,-9.307022099128748,-9.704955600114584,-7.3767296823230915,0.38298996302164046,,,,,,,,94.1404654961208,120.71285335403326,108.51795478888313,93.35363725770128,48.262650284053315,41.19349067344651,62.043168596748785,81.92376842862281,,,,,,,,0.9156003966491624,10.041130954282204,12.73756623538047,-0.03373400326025141,-9.059715996246652,-8.563010298009402,-7.419164139926397,0.46311800608428805,,,,,,,
2004-01-01,96.14128215598198,123.65612264700177,115.57584982242504,95.18416293899313,47.784993444922044,40.286088497393365,61.321154787147314,82.22222222222224,,,,,,,,2.4586597040905156,8.663028649386062,10.083762886597935,1.8950585838002798,-5.476147397623821,-7.831962397179792,-7.005046007717364,0.3290772673423925,,,,,,,,95.06261058935615,122.01306682191603,111.66356615367256,94.2070365787888,48.06244092807702,40.72951710795519,61.79089871146635,82.04602660913342,,,,,,,,1.7351536313460045,9.078481791134683,13.480959500953789,0.906751268336022,-7.797619902944581,-8.631307627700942,-7.16894761284949,0.3828391451211166,,,,,,,
2004-02-01,97.21314822376476,130.52590723850187,114.89937426010471,96.15494432283246,47.57767005091614,40.2989290942243,60.19246452454742,82.22222222222224,,,,,,,,2.2110121283675177,18.207381370826003,3.5197318299557967,1.5172829581993508,-4.9460924651275935,-5.714114041939588,-8.761867088607545,0.21036024191429803,,,,,,,,96.11406016060972,125.86195743579792,113.95230847285627,95.14292059262085,47.76161874853903,40.35371564070298,61.1754471809928,82.14670981661274,,,,,,,,2.0805175438324786,12.764992114090896,9.038692194958328,1.3409888049286927,-6.576420653960053,-7.750344013077988,-7.714547592882667,0.307475824092777,,,,,,,
2004-03-01,98.55042874642709,131.72908985057248,121.29206832403166,97.33510992671557,48.04109881398817,41.19006651429158,60.10438753873759,82.03883495145632,,,,,,,,2.7239838263460436,16.193084560082127,11.62645914396887,1.76119402985071,-4.0085287846482025,-3.460936559528127,-9.146942800788905,-0.2753737214791441,,,,,,,,97.30161970872462,128.63703991202533,117.25576413552047,96.22473906284705,47.80125410327545,40.59169470196975,60.539335616810774,82.16109313196694,,,,,,,,2.464551886268025,14.354498193431397,8.409984620174201,1.7245118572834468,-4.810256215799871,-5.669004332882502,-8.304618632371271,0.08802126259251548,,,,,,,
2004-04-01,99.12209064924454,130.58412575198915,123.27075934381857,97.91567526410971,48.641726881917066,42.18392870900639,59.69336160495844,82.04962243797198,,,,,,,,4.893594036945026,13.646343523053517,21.341767937406342,3.866733972741021,-2.1467124631992296,-0.6051071039574363,-9.482588049069996,-0.24918032786882538,,,,,,,,98.29522253981213,130.94637428035446,119.820733975985,97.13524317121926,48.08683191560712,41.224308105840755,59.99673788941448,82.10355987055019,,,,,,,,3.276196663886195,16.015603151320548,12.162652970443668,2.3817369869303606,-3.700444570991674,-3.2600525684750505,-9.130465979488816,-0.10473126914455715,,,,,,,
2004-05-01,100.07145773785213,132.38889967009507,132.40317943514276,98.51527553059871,48.9313698588371,42.35085646780862,60.19898874571851,82.06040992448762,,,,,,,,6.937929529835274,11.653027823240535,31.469353484466822,5.7411380120543365,-1.55195681511473,-0.4226797898678192,-8.04723703223874,0.5551883674818292,,,,,,,,99.24799237784124,131.5673717575522,125.65533570099767,97.92202024047465,48.5380651849141,41.90828389703553,59.99891262980484,82.04962243797196,,,,,,,,4.85183579770878,13.830818635458725,21.479193521947348,3.789688671548689,-2.569066020987386,-1.4962411511177942,-8.892255960699215,0.01021143937795325,,,,,,,
2004-06-01,100.47978766843606,134.54298466912476,132.40317943514276,98.65803749881039,49.013689441751204,42.2250186188654,59.85972924482142,87.72384034519959,,,,,,,,7.5737704918033,18.068801089918196,29.769600530416042,6.252562525625227,-0.9549627256484783,-0.3394350830404069,-7.384040781305168,1.0311839980122084,,,,,,,,99.89111201851091,132.50533669706962,129.35903940470135,98.3629960978396,48.86226206083512,42.25326793189347,59.91735986516613,83.9446242358864,,,,,,,,6.4684313528612,14.456057478737414,27.526907317429735,5.286811503473529,-1.551210667987478,-0.4557406589552208,-8.304621954204634,0.4457306792084041,,,,,,,
2004-07-01,102.24581461821147,139.2004657481079,137.83189582276324,100.23793661368619,48.94356535260215,42.28151724492153,59.65747838851739,87.78856526429344,,,,,,,,9.380801572567465,23.736415387269226,31.74911089557064,7.931953269112535,-1.8285225048923937,-2.400853636848721,-6.311475409836042,0.7801857585139516,,,,,,,,100.93235334149989,135.3774500291092,134.2127515643496,99.13708321436509,48.96287488439682,42.285797443865185,59.90539879301911,85.85760517799355,,,,,,,,7.9641671980686795,17.819414766809317,30.99602163681784,6.6418846022640325,-1.4451473485518662,-1.054322836585649,-7.247584407793316,0.788852708002663,,,,,,,
2004-08-01,103.79746835443034,133.86376867843975,147.75917469981383,101.75121347672989,48.632580261593276,42.101748889288366,59.409557984015684,87.93959007551241,,,,,,,,10.437710437710468,15.274064171122959,38.06890012642228,9.169815174103979,-2.6249923692082455,-3.530657879251553,-6.5332306902745385,0.8661222469685814,,,,,,,,102.1743568803593,135.86907303189076,139.33141665257327,100.21572919640882,48.86327835198221,42.202761584358434,59.642255205784835,87.81733189500181,,,,,,,,9.130760834027077,19.026426882770124,33.19587051746965,7.784776989613914,-1.802825866583038,-2.0903155330468937,-6.742915627138583,0.8924973344982471,,,,,,,
2004-09-01,104.08329930583906,134.01901804773917,144.29223744292224,102.21756923955468,48.092929662489645,41.84750507203574,58.32327515902791,88.01510248112193,,,,,,,,11.383001966353511,15.138379459819905,41.071428571428605,10.165145143091614,-2.521319985168724,-2.704800573202837,-7.184758345013742,0.8778437190900323,,,,,,,,103.3755274261603,135.69441749142888,143.29443598849977,101.40223977665691,48.55635842556168,42.076923735415214,59.130103843853654,87.91441927364258,,,,,,,,10.400504658877146,18.04961967273736,36.96314653114051,9.088971195436043,-2.3249449530897865,-2.8787706964343704,-6.6764881483747756,0.8413839081908551,,,,,,,
2004-10-01,104.4405879951,129.34213079759363,147.9113817013359,102.82668697059111,47.257538339583455,40.88189219034899,57.94813244168979,83.30097087378644,,,,,,,,11.850880069968328,8.00518554529246,39.35627788400258,11.01520756267984,-2.331442974165121,-1.9101608232177658,-6.652653704676814,1.7659462308909246,,,,,,,,104.10711855178981,132.4083058412575,146.65426461469067,102.26515656229189,47.99434942122212,41.610382050557696,58.5603218615778,86.41855447680693,,,,,,,,11.22386415801077,12.805876392078439,39.498868860617826,10.116722626625146,-2.4925851095140286,-2.715206425224052,-6.790214246655032,1.1699707323165127,,,,,,,
2004-11-01,102.30706410779906,121.24975742286044,134.3818704549297,101.34196250118977,46.05628220372565,39.81869077274711,56.24857282661885,83.53829557713055,,,,,,,,8.769264163229874,1.9083346925460098,24.38948027551662,8.564437194127272,-4.999685554367684,-3.8807265513607803,-9.333263224313814,1.9752436133790185,,,,,,,,103.61031713624605,128.20363542273103,142.1951631997293,102.12873957044519,47.13558340193291,40.84936267837728,57.50666014244552,84.95145631067965,,,,,,,,10.66771539985057,8.35063323255279,34.93906224364927,9.91492996663291,-3.284149504567175,-2.8318959825937946,-7.7235584246681235,1.5396778544533252,,,,,,,
2004-12-01,100.70436913025722,122.86046962934209,132.13258921021463,99.56219663081762,44.89771029604554,38.62194714810343,55.214483770999855,83.63538295577135,,,,,,,,6.018269747447635,-0.440320805158112,18.630428180989988,5.816305887113105,-6.3112355261484065,-4.580927606116436,-10.96265123619149,1.9997368767267876,,,,,,,,102.48400707771877,124.48411928326534,138.1419471221601,101.24361536753283,46.07051027978488,39.77417670373318,56.47039634643617,83.49154980222944,,,,,,,,8.879471326881946,3.1577331442267833,27.458728780169732,8.46531688130674,-4.547454684893736,-3.4572716602316604,-8.982856055060706,1.9136422403322435,,,,,,,
2005-01-01,99.99999999999996,124.2383077818746,136.88483003551482,98.51527553059873,44.58977407847794,38.475564344230705,54.30761702821727,83.20388349514566,,,,,,,,4.013590995965188,0.47080979284364055,18.43722563652326,3.4996500349965043,-6.686658584827432,-4.494167144769612,-11.43738695605917,1.1939123589609135,,,,,,,,101.00381107935209,122.78284494469233,134.46642990021974,99.80647822086871,45.18125552608304,38.97206742169375,55.25689120861199,83.45918734268253,,,,,,,,6.267041635547565,0.6462745600771771,20.48571136434329,5.960131038745627,-5.999193221781173,-4.318607100748943,-10.577767138854824,1.7229642830222398,,,,,,,
2005-02-01,99.7550020416496,123.88899670095088,139.11719939117185,98.15361187779583,43.67206317265764,37.71540101183902,53.33224596313817,83.19309600863004,,,,,,,,2.614722251391366,-5.084745762711895,21.077421254047724,2.078590517668033,-8.20890740147393,-6.4109100178435074,-11.397138521569495,1.1807924429283911,,,,,,,,100.15312372396892,123.6625913707225,136.0448728789671,98.7436946797374,44.386515849060366,38.27097083472439,54.28478225411843,83.34412081984901,,,,,,,,4.215527664934729,-1.6847522583421248,19.381691690520327,3.798182146592548,-7.068933837483255,-5.162001589576519,-11.265725571273386,1.458147226205364,,,,,,,
2005-03-01,100.45937117190684,131.6902775082476,150.09301538981893,98.13457694870094,42.836671849751454,36.783173681912714,52.177458815853875,83.40884573894284,,,,,,,,1.9370209239693015,-0.029463759575742987,23.745119910764135,0.8213552361396426,-10.833280446785576,-10.698921379138394,-13.188602442333796,1.669953977646288,,,,,,,,100.07145773785214,126.60586066369099,142.03168160550186,98.26782145236517,43.69950303362901,37.658046345994144,53.2724406024031,83.26860841423951,,,,,,,,2.8551113904419516,-1.5477999098146682,21.086588933778376,2.1331985962680604,-8.576282144362311,-7.201332847250505,-12.007709306654155,1.3482195931785308,,,,,,,
2005-04-01,101.03103307472432,129.4003493110809,162.74310840520874,98.30589131055494,42.159821945790966,35.91514933614113,52.3797096721579,83.51672060409928,,,,,,,,1.9258496395468505,-0.9065240005944664,32.02085334065035,0.3985225505443335,-13.325811708662416,-14.86058687446733,-12.252035630362334,1.7880620562713778,,,,,,,,100.41513542942693,128.32654117342642,150.6511077287332,98.19802671235057,42.88951898940002,36.804574676630956,52.62980481704998,83.3728874505574,,,,,,,,2.159197604969172,-2.006911174294037,25.61446483515407,1.0994894347840036,-10.789333185640638,-10.656806090483078,-12.279258864755208,1.546269492282019,,,,,,,
2005-05-01,99.3670886075949,128.2941975548224,158.90410958904096,96.64985247929957,41.955547425226314,35.56845322170573,51.74033599739033,83.51672060409928,,,,,,,,-0.7038661634193533,-3.0929346232776433,20.015327628049583,-1.8935368563423927,-14.256339958875975,-16.014795949305704,-14.051154221307039,1.7746812146707036,,,,,,,,100.28583095140868,129.79494145805026,157.2467444613562,97.69677357951848,42.31734707358958,36.088925413253186,52.0991681618007,83.48076231571379,,,,,,,,1.0530014666989322,-1.3429741278159533,25.260433626488027,-0.2245530232194716,-12.805144038107988,-13.858101400970476,-13.163930764667723,1.7442324161961231,,,,,,,
2005-06-01,99.42833809718248,133.00989714729283,168.89903602232354,95.87893785095656,41.928107564254944,35.4888415213539,51.64247267982386,88.77022653721687,,,,,,,,-1.0464289342680178,-1.1394778595124722,27.564184442457563,-2.8169014084507116,-14.456332421000262,-15.953047074565163,-13.72752043596731,1.192818494835235,,,,,,,,99.9421532598339,130.23481467106532,163.51541800552442,96.94489388027034,42.0144923117574,35.65748135973359,51.9208394497907,85.26788924847182,,,,,,,,0.05851818061982591,-1.7129788277948628,26.5334551370525,-1.4373052380829232,-14.012828029512884,-15.6094766327794,-13.343570095878894,1.5851872552591055,,,,,,,
2005-07-01,100.61249489587583,133.70851930914029,176.81380010147117,96.82116684115358,42.39153632732698,35.99476103649296,52.02740172891862,88.77022653721687,,,,,,,,-1.5974440894568676,-3.9453506203819932,28.28220858895709,-3.4086593239650576,-13.386905874291443,-14.868804664723045,-12.789807524059505,1.1182108626198284,,,,,,,,99.80264053355107,131.67087133708512,168.20564857094521,96.44998572380324,42.091730438936075,35.6840185931842,51.80340346871094,87.01905789284433,,,,,,,,-1.1159130623814135,-2.7259210343907054,25.287240219821413,-2.706365862919387,-14.033192751389224,-15.612215896197972,-13.52282739377795,1.3619035240419224,,,,,,,
2005-08-01,101.87831768068594,139.51096448670674,185.30356840859108,97.63015132768635,42.550077746272684,36.09234957240811,52.35687489805905,89.03991370010792,,,,,,,,-1.848937844217169,4.218614091040851,25.409179352180388,-4.050135628098439,-12.507052849351163,-14.2735147005002,-11.871293652536819,1.2512266928361493,,,,,,,,100.63971689124809,135.40979364771326,177.00546817746195,96.77675200659883,42.289907212618196,35.858650710084994,52.008916435600504,88.86012225818057,,,,,,,,-1.4976036226473521,-0.28873812961787354,27.085190794531684,-3.4252321201714024,-13.450097048214289,-15.031788813262802,-12.796207204187878,1.1874186834304041,,,,,,,
2005-09-01,103.98121682319308,139.37512128856972,191.35802469135788,99.73351099267161,43.187292295496746,36.70613010092708,53.37139129016475,89.0614886731392,,,,,,,,-0.0980776775206027,3.9965247610773025,32.61837787154245,-2.430167597765398,-10.200329656396622,-12.285977293648354,-8.49040774092511,1.1888711851942624,,,,,,,,102.15734313325162,137.53153502813888,184.49179773380672,98.06160972050384,42.70963545636547,36.26441356994272,52.585222639047466,88.95720963682133,,,,,,,,-1.1814865370648804,1.4232627439120513,28.76992193755998,-3.296320849942964,-12.031429460013074,-13.809432219623867,-11.050502972507145,1.18610291355008,,,,,,,
2005-10-01,104.39975500204157,136.1536968756064,187.89108743446624,100.7138098410584,43.39461568950266,36.96807827627826,53.80851410862828,83.80798274002161,,,,,,,,-0.03909686247682842,5.266316579144781,27.02949919963411,-2.0547945205479534,-8.174193548387109,-9.573465669954151,-7.1436613375366225,0.6086506086506072,,,,,,,,103.4197631686402,138.34659421696094,188.18422684480507,99.3591573871388,43.04399524375736,36.58885264987115,53.178926765617355,87.30312837108958,,,,,,,,-0.6620374614048673,4.493818477087642,28.352352141118985,-2.845032582137263,-10.29385868471163,-12.044319221367568,-9.168454243666185,1.0162494955603396,,,,,,,
2005-11-01,103.18497345855444,126.74170386182806,181.34618636901726,99.99048253545261,43.43120217079781,36.980918873109204,53.824824661556036,83.80798274002161,,,,,,,,0.8581121532627911,4.529449423815635,34.948401711552975,-1.3335837716003218,-5.699721964782234,-7.12673331183492,-4.30899495447431,0.3228305785124119,,,,,,,,103.85531509459635,134.09017400866801,186.8650994982805,100.14593445639422,43.33770338526574,36.88504241677152,53.66824335344969,85.55915138439413,,,,,,,,0.2403125377551194,4.597430254679237,31.532092927576514,-1.9395152966378901,-8.02474838985532,-9.662058758479143,-6.647688010978681,0.7067841241190939,,,,,,,
2005-12-01,102.4397713352388,127.3044828255385,184.6778285134448,98.97211382887605,43.065337357846204,36.55717917768816,53.32245963138151,83.80798274002161,,,,,,,,1.7232640648757735,3.617122097614933,39.76705490848591,-0.5926775642864146,-4.081216895287254,-5.346100139636956,-3.4266808460357012,0.20637172707338447,,,,,,,,103.34149993194494,130.06662785432428,184.63836743897613,99.8921354017957,43.29705173938222,36.83539210902521,53.65193280052194,83.80798274002161,,,,,,,,0.8474264518872449,4.470962700191781,33.91498527322434,-1.3270186188115625,-5.985044136152197,-7.348766373808675,-4.959779046015544,0.37928430474546787,,,,,,,
2006-01-01,101.11269906084108,125.05336697069667,189.14256722475884,97.34462739126303,42.01957376749284,35.73281286114177,51.33257217419672,84.3473570658037,,,,,,,,1.112699060841127,0.6560449859419171,38.17642698295036,-1.1882909863781377,-5.764102564102592,-7.128554265118159,-5.478135511773186,1.3743031245948556,,,,,,,,102.24581461821144,126.36651788602103,185.05552736907364,98.76907458519723,42.83870443204561,36.42363697064638,52.82661882237809,83.98777418194898,,,,,,,,1.2313584263265633,2.9342055024574925,37.63062786766309,-1.0381841074216238,-5.1816804747240255,-6.533795905530012,-4.4046037707610655,0.6345018100602173,,,,,,,
2006-02-01,102.05185790118409,121.94837958470795,189.9374260104852,98.48672313695637,41.75737065154418,35.44775161149489,51.35866905888111,84.3473570658037,,,,,,,,2.302496930004083,-1.566416040100227,36.53051300753711,0.33937748472800955,-4.384250209438734,-6.012528939125716,-3.7005321426387017,1.387448132780067,,,,,,,,101.86810943242132,124.76874312698101,187.91927391622963,98.26782145236514,42.2807605922944,35.91258121677494,52.00456695481978,84.16756562387634,,,,,,,,1.7128200185736606,0.902250347818872,38.1579982996578,-0.48053035531218,-4.743189889609525,-6.162394447960277,-4.20178283348253,0.9893743281494357,,,,,,,
2006-03-01,102.5724785626786,122.31709683679411,192.22053103331623,98.95307889978116,41.80920150004565,35.504250237551034,51.51851247757301,84.3473570658037,,,,,,,,2.1034447718727867,-7.117595048629499,28.067605633802795,0.8340607118611176,-2.3985765124555636,-3.4769252251622973,-1.2628946545795494,1.125193998965357,,,,,,,,101.91234517490125,123.10628113073285,190.43350808952007,98.2614764760002,41.862048639694216,35.561604903395896,51.40325123688361,84.3473570658037,,,,,,,,1.8395469209059983,-2.675988700929272,34.25818187476343,-0.004950929929669279,-4.182309761998962,-5.539336143135391,-3.480520769663812,1.2956484187800932,,,,,,,
2006-04-01,104.36913025724779,126.23714341160488,207.2213766277691,100.15227943275917,41.19028019146917,34.970081409383894,50.970477899200795,84.46601941747576,,,,,,,,3.3040315247044427,-2.444511097780433,27.330354359347364,1.878206990028053,-2.2996818050333157,-2.631390775831244,-2.690415395154766,1.1366571945233828,,,,,,,,102.99782224037017,123.50087327770227,196.4597778905235,99.19736048983225,41.585617447686325,35.307361086143274,51.28255314521831,84.38691118302773,,,,,,,,2.5699910755271036,-3.709507395503388,30.64282433356243,1.0172150622057277,-3.0275028423092034,-4.040281646706419,-2.5512807307910057,1.216433108756269,,,,,,,
2006-05-01,105.92078399346667,132.97108480496794,208.15153052595954,101.58941657942329,40.73904692216218,34.584863504455676,50.03099005056273,84.66019417475734,,,,,,,,6.595438668584341,3.6454394191498984,30.991911451681542,5.110782865583441,-2.899498582951865,-2.765342960288797,-3.303700901582507,1.369155257039556,,,,,,,,104.28746427113101,127.17510835112228,202.5311460623483,100.23159163732122,41.24617620455899,35.019731717130206,50.83999347577885,84.4911902193456,,,,,,,,4.000971655053856,-1.9722222424200135,28.796623814943903,2.607683522490871,-2.532585633480247,-2.957886320427446,-2.4190036504389405,1.210335483509432,,,,,,,
2006-06-01,108.16659861167817,130.71996895012612,213.64789446981206,103.75939849624065,41.32443062288476,35.28082385269266,50.438753873756326,89.9137001078749,,,,,,,,8.788501026694039,-1.721622410271384,26.494442775608285,8.21917808219177,-1.4397905759162777,-0.5861495043056553,-2.3308698123934213,1.2881273544780525,,,,,,,,106.15217095413088,129.97606572223296,209.67360054118024,101.83369816947436,41.08458591217203,34.94525625551074,50.48007394117329,86.346637900036,,,,,,,,6.229323739994274,-0.17356469630064156,28.272236195545734,5.069389312601088,-2.212990321300485,-1.994294413475232,-2.7749953697102314,1.2646466020136637,,,,,,,
2006-07-01,109.86116782360142,129.45856782456818,221.49501099272766,105.12991339107268,41.31223512911971,35.416934179100636,50.28869678682108,95.4800431499461,,,,,,,,9.192370129870131,-3.1785195936139488,25.270205643232877,8.581539368917701,-2.5460299194476566,-1.6053082191780588,-3.3419023136246895,7.5586340989184375,,,,,,,,107.98285014291542,131.04987385988738,214.4314786628331,103.49290948891219,41.125237558055545,35.094207178749656,50.25281357038005,90.01797914419278,,,,,,,,8.192103275049503,-0.4182341949118135,27.58551995684091,7.303833438897638,-2.2951063594385985,-1.652266894590837,-2.9921576758668724,3.4053055701453485,,,,,,,
2006-08-01,111.15761535320534,127.42091985251307,224.6237104684591,106.49091082135726,41.84883685478208,35.997329155859155,50.223454575110104,96.20280474649411,,,,,,,,9.108216432865746,-8.666017526777026,21.219311855434864,9.075843244297154,-1.648036686729748,-0.26327024334706906,-4.074766355140181,8.04458444390599,,,,,,,,109.72846059616165,129.19981887573576,219.92220531033294,105.12674090289018,41.49516753559552,35.56502906255081,50.316968411895836,93.86551600143837,,,,,,,,9.029695863143305,-4.522053176887455,24.32798675809201,8.625520231802208,-1.8779523940312262,-0.818242655610261,-3.24917949371943,5.63044863243416,,,,,,,
2006-09-01,111.15761535320534,128.10013584319813,207.25520040588515,107.2237555915105,42.589713101009096,36.986055111841594,50.2299787962812,96.87162891046388,,,,,,,,6.9016296878068095,-8.08966861598438,8.307556341140065,7.510258612463039,-1.383692199082276,0.7626110683551568,-5.88594829166923,8.769379844961222,,,,,,,,110.7254661766707,128.32654117342642,217.79130728902396,106.28152660131347,41.91692836163696,36.13343948226713,50.24737671940412,96.18482560230137,,,,,,,,8.400738750180894,-6.644735245458453,18.26569127993594,8.389213741892632,-1.859252935086559,-0.368655798056657,-4.434205653478034,8.124199462595216,,,,,,,
