0,1,2,3,4,5,6,7,8,JP,TW,CN,KR
RGDP A,"LCU, % QoQ",Activity,Secondary,Utilities,Water supply,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Total,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Total excluding statistical discrepancy,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Total excluding taxes and statistical discrepancy,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Valued-Added Tax,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Arts,sports and recreation,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Wholesale and retail trade,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Transport and postal services,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Transport and storage,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Accommodation and food services,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Information and communications,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Finance and insurance,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Real estate,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Professional,scientific and technical,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Public administration,Total,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Public administration,defence and social security,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Education,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Human health and social work,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Support services,,,,,,,,
RGDP A,"LCU, % QoQ",Activity,Tertiary,Other service,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Per capita,,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,GDP,,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Per capita,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Total,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Public,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Government Consumption,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Employee compensation per hour,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Employee compensation per worker,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Per capita,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Total,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Excluding Imputed Rent,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Per capita,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Total,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases Abroad by Resident Households,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases in the Domestic Market by Non-Resident Households,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Excluding Imputed Rent,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Total,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Total,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Durable Goods,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Semi-Durable Goods,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Non-Durable Goods,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Services,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Final Consumption Expenditure Contribution,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Final Consumption Expenditure,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation Contribution,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Total,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Private,Inventories,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Public,Inventories,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Buildings and Structures,Residential,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Total,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Total,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Residential,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Non-Residential,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Other,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Transport Equipment,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Other Machinery and Equipment,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Intellectual Property Products,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Non-Residential,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Residential,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Total,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Residential,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Non-Residential,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Other,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Transport Equipment,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Other Machinery and Equipment,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Intellectual Property Products,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Total,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Residential,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Non-Residential,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Other,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Transport Equipment,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Other Machinery and Equipment,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Intellectual Property Products,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Total,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Private,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Public,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services Contribution,,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services,Total,,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Total,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Goods,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Services,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Total,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Goods,,,,,,,
RGDP A,"USD, % QoQ",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Services,,,,,,,
RGDP A,"USD, % QoQ",Activity,Import Duties,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,GDP,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Total,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,output gap,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,HP filter trend,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Revisions,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Agriculture,forestry and fishing,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Business activities,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Construction,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Cultural and other services,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Education,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Electricity,gas and water supply,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Finance and insurance,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Gross domestic product at market prices,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Gross value added at market prices,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Human health and social work,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Information and communication,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Manufacturing,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Mining and quarrying,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Public administration,defence and social activity,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Real estate,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Taxes less subsidies on products,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Transportation and Storage,,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Wholesale and retail trade,accommodation and food services,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Primary,Total,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Primary,Agriculture,forestry and fishing,,,,,,,
RGDP A,"USD, % QoQ",Activity,Primary,Mining,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Total,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Total,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Electronic components and devices,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Fabricated metal products,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Basic metal,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Food products and beverages,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Textile products,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Pulp,paper and paper products,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Chemicals,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Petroleum and coal products,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Non-metallic mineral products,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Fabricated metal products,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,General-purpose,production and business oriented machinery,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Electrical machinery,equipment and supplies,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Information and communication electronics equipment,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Transport equipment,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Manufacturing,Other manufacturing,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Electricity,gas and water supply,waste management service,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Construction,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Utilities,Total,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Utilities,Electricity and gas,,,,,,,
RGDP A,"USD, % QoQ",Activity,Secondary,Utilities,Water supply,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Total,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Total excluding statistical discrepancy,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Total excluding taxes and statistical discrepancy,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Valued-Added Tax,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Arts,sports and recreation,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Wholesale and retail trade,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Transport and postal services,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Transport and storage,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Accommodation and food services,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Information and communications,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Finance and insurance,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Real estate,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Professional,scientific and technical,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Public administration,Total,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Public administration,defence and social security,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Education,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Human health and social work,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Support services,,,,,,,,
RGDP A,"USD, % QoQ",Activity,Tertiary,Other service,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Per capita,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,GDP,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Per capita,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Total,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Public,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Government Consumption,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Employee compensation per hour,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Employee compensation per worker,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Per capita,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Total,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Excluding Imputed Rent,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Per capita,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Total,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases Abroad by Resident Households,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Direct Purchases in the Domestic Market by Non-Resident Households,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Excluding Imputed Rent,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Total,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Total,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Durable Goods,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Semi-Durable Goods,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Goods,Non-Durable Goods,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Private Consumption,Household Consumption,Domestic Final Consumption,Services,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Final Consumption Expenditure Contribution,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Final Consumption Expenditure,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation Contribution,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Total,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Private,Inventories,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Public,Inventories,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Buildings and Structures,Residential,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Total,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Total,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Residential,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Non-Residential,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Construction,Other,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Transport Equipment,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Other Machinery and Equipment,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Intellectual Property Products,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Non-Residential,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Residential,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Total,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Residential,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Non-Residential,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Construction,Other,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Transport Equipment,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Other Machinery and Equipment,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Private,Intellectual Property Products,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Total,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Residential,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Non-Residential,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Construction,Other,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Transport Equipment,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Other Machinery and Equipment,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Gross Fixed Capital Formation,Public,Intellectual Property Products,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Total,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Private,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Domestic Demand,Gross Capital Formation,Inventories,Public,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services Contribution,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Total,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Total,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Goods,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Exports of Goods and Services,Services,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Total,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Goods,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Expenditure,Net Exports of Goods and Services,Imports of Goods and Services,Services,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Import Duties,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,GDP,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Total,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,output gap,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,HP filter trend,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Revisions,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Agriculture,forestry and fishing,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Business activities,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Construction,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Cultural and other services,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Education,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Electricity,gas and water supply,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Finance and insurance,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Gross domestic product at market prices,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Gross value added at market prices,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Human health and social work,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Information and communication,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Manufacturing,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Mining and quarrying,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Public administration,defence and social activity,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Real estate,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Taxes less subsidies on products,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Transportation and Storage,,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Wholesale and retail trade,accommodation and food services,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Primary,Total,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Primary,Agriculture,forestry and fishing,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Primary,Mining,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Total,,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Total,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Electronic components and devices,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Fabricated metal products,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Basic metal,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Food products and beverages,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Textile products,,,,,,,
RGDP A,"LCU, Contribution to % YoY chg, ppts",Activity,Secondary,Manufacturing,Pulp,paper and paper products,,,,,,
